Date,15:55 Last,14:50:00 Open,14:55:00 Open,15:00:00 Open,15:05:00 Open,15:10:00 Open,15:15:00 Open,15:20:00 Open,15:25:00 Open,15:30:00 Open,15:35:00 Open,15:40:00 Open,15:45:00 Open,15:50:00 Open,15:55:00 Open,14:50:00 High,14:55:00 High,15:00:00 High,15:05:00 High,15:10:00 High,15:15:00 High,15:20:00 High,15:25:00 High,15:30:00 High,15:35:00 High,15:40:00 High,15:45:00 High,15:50:00 High,15:55:00 High,14:50:00 Low,14:55:00 Low,15:00:00 Low,15:05:00 Low,15:10:00 Low,15:15:00 Low,15:20:00 Low,15:25:00 Low,15:30:00 Low,15:35:00 Low,15:40:00 Low,15:45:00 Low,15:50:00 Low,15:55:00 Low,14:50:00 Last,14:55:00 Last,15:00:00 Last,15:05:00 Last,15:10:00 Last,15:15:00 Last,15:20:00 Last,15:25:00 Last,15:30:00 Last,15:35:00 Last,15:40:00 Last,15:45:00 Last,15:50:00 Last,15:55:00 Last,14:50:00 Change,14:55:00 Change,15:00:00 Change,15:05:00 Change,15:10:00 Change,15:15:00 Change,15:20:00 Change,15:25:00 Change,15:30:00 Change,15:35:00 Change,15:40:00 Change,15:45:00 Change,15:50:00 Change,15:55:00 Change,14:50:00 %Chg,14:55:00 %Chg,15:00:00 %Chg,15:05:00 %Chg,15:10:00 %Chg,15:15:00 %Chg,15:20:00 %Chg,15:25:00 %Chg,15:30:00 %Chg,15:35:00 %Chg,15:40:00 %Chg,15:45:00 %Chg,15:50:00 %Chg,15:55:00 %Chg,14:50:00 Volume,14:55:00 Volume,15:00:00 Volume,15:05:00 Volume,15:10:00 Volume,15:15:00 Volume,15:20:00 Volume,15:25:00 Volume,15:30:00 Volume,15:35:00 Volume,15:40:00 Volume,15:45:00 Volume,15:50:00 Volume,15:55:00 Volume
2022-07-01,381.15,380.05,379.44,379.9,379.18,380.075,380.385,380.24,380.17,380.18,380.85,381.3,381.33,381.47,380.795,380.19,379.97,380.0889,380.11,380.52,380.67,380.38,380.39,381.04,381.3,381.66,381.69,381.7,381.35,379.27,379.23,378.93,379.17,379.89,380.1,379.69,379.87,380.15,380.85,381.15,381.0,380.2,380.52,379.42,379.9,379.175,380.0699,380.38,380.245,380.18,380.17,380.85,381.29,381.33,381.47,380.8,381.15,-0.62,0.48,-0.725,0.8949,0.3101,-0.135,-0.065,-0.01,0.68,0.44,0.04,0.14,-0.67,0.35,-0.16%,0.13%,-0.19%,0.24%,0.08%,-0.04%,-0.02%,0.00%,0.18%,0.12%,0.01%,0.04%,-0.18%,0.09%,564152.0,418479.0,672391.0,692369.0,879032.0,557168.0,549489.0,655940.0,782971.0,930012.0,1380278.0,1173116.0,1870603.0,5316972.0
2022-07-05,381.95,379.76,379.89,379.89,379.77,380.675,380.73,379.8,380.9599,381.11,381.42,381.06,381.1317,381.69,381.47,379.97,380.15,380.03,380.73,380.8,380.76,381.0,381.42,381.43,381.48,381.3,381.74,381.7,381.98,379.6,379.69,379.28,379.75,380.3134,379.62,379.8,380.7,380.7,380.61,380.92,380.93,380.8,381.041,379.91,379.8899,379.79,380.6632,380.729,379.81,380.95,381.11,381.398,381.03,381.16,381.7299,381.45,381.95,0.15,-0.0201,-0.0999,0.8732,0.0658,-0.919,1.14,0.16,0.288,-0.368,0.13,0.5699,-0.2799,0.5,0.04%,-0.01%,-0.03%,0.23%,0.02%,-0.24%,0.30%,0.04%,0.08%,-0.10%,0.03%,0.15%,-0.07%,0.13%,423232.0,515791.0,599287.0,1188780.0,722282.0,1012341.0,1039336.0,1168217.0,1116186.0,966838.0,766599.0,1007898.0,1802614.0,3758380.0
2022-07-06,383.28,384.04,384.21,384.56,383.9782,384.28,384.83,384.83,385.33,385.27,385.5,385.033,384.6,384.15,382.75,384.44,384.59,384.62,384.285,384.86,385.0294,385.42,385.39,385.58,385.87,385.08,384.61,384.4,383.37,383.76,383.96,383.51,383.67,384.14,384.3721,384.77,384.99,384.93,384.93,384.46,383.88,382.5,382.635,384.2,384.55,383.975,384.28,384.8001,384.845,385.34,385.265,385.49,385.0578,384.6238,384.14,382.76,383.28,0.135,0.35,-0.575,0.305,0.5201,0.0449,0.495,-0.075,0.225,-0.4322,-0.434,-0.4838,-1.38,0.52,0.04%,0.09%,-0.15%,0.08%,0.14%,0.01%,0.13%,-0.02%,0.06%,-0.11%,-0.11%,-0.13%,-0.36%,0.14%,582391.0,599513.0,825123.0,615046.0,819506.0,700242.0,907804.0,622478.0,736147.0,1006072.0,919073.0,967843.0,2138400.0,3583683.0
2022-07-07,388.84,388.685,388.54,388.88,389.04,389.2,389.5499,389.65,389.355,389.05,389.32,388.74,388.78,389.03,388.91,388.7,388.92,389.07,389.265,389.57,389.77,389.83,389.47,389.44,389.55,389.09,389.13,389.32,389.2878,388.47,388.535,388.78,388.96,389.1,389.5,389.35,389.01,389.0131,388.66,388.675,388.6,388.57,388.74,388.53,388.8615,389.04,389.2,389.54,389.6326,389.36,389.04,389.32,388.74,388.79,389.0,388.92,388.84,-0.15,0.3315,0.1785,0.16,0.34,0.0926,-0.2726,-0.32,0.28,-0.58,0.05,0.21,-0.08,-0.08,-0.04%,0.09%,0.05%,0.04%,0.09%,0.02%,-0.07%,-0.08%,0.07%,-0.15%,0.01%,0.05%,-0.02%,-0.02%,267175.0,330689.0,523461.0,709499.0,580256.0,577978.0,559634.0,1028445.0,684226.0,1016487.0,1094559.0,1051573.0,1807852.0,5479811.0
2022-07-08,388.47,389.78,389.41,390.0299,390.22,389.58,390.04,389.8,389.58,389.56,389.12,389.09,389.45,389.06,389.12,389.99,390.0357,390.35,390.25,390.15,390.06,389.9781,389.66,389.67,389.46,389.62,389.54,389.27,389.37,389.39,389.29,389.71,389.49,389.47,389.59,389.51,389.35,388.86,388.88,389.04,388.97,388.715,388.42,389.428,390.02,390.2117,389.57,390.04,389.79,389.58,389.545,389.125,389.0991,389.45,389.08,389.1215,388.47,-0.3488,0.592,0.1917,-0.6417,0.47,-0.25,-0.21,-0.035,-0.42,-0.0259,0.3509,-0.37,0.0415,-0.6515,-0.09%,0.15%,0.05%,-0.16%,0.12%,-0.06%,-0.05%,-0.01%,-0.11%,-0.01%,0.09%,-0.10%,0.01%,-0.17%,630935.0,425395.0,545415.0,582334.0,785389.0,400171.0,267559.0,395270.0,792184.0,622746.0,795699.0,852326.0,1594396.0,3316112.0
2022-07-11,384.33,385.3,384.93,384.59,384.11,384.19,384.26,384.05,384.07,384.27,384.3,384.22,383.87,383.92,383.73,385.3007,385.1,384.76,384.43,384.38,384.33,384.27,384.41,384.53,384.42,384.4199,384.27,383.94,384.39,384.76,384.59,384.05,384.03,383.95,383.89,383.87,383.9701,384.18,384.01,383.84,383.7,383.5,383.65,384.9377,384.59,384.12,384.2,384.269,384.055,384.06,384.26,384.31,384.212,383.87,383.93,383.7,384.33,-0.3523,-0.3477,-0.47,0.08,0.069,-0.214,0.005,0.2,0.05,-0.098,-0.342,0.06,-0.23,0.63,-0.09%,-0.09%,-0.12%,0.02%,0.02%,-0.06%,0.00%,0.05%,0.01%,-0.03%,-0.09%,0.02%,-0.06%,0.16%,499430.0,468572.0,625861.0,624938.0,461787.0,595985.0,532138.0,397627.0,518434.0,412154.0,848945.0,1138095.0,1555915.0,4425375.0
2022-07-12,380.87,383.398,383.08,382.51,381.22,380.7576,381.26,381.14,380.3,380.26,379.63,379.42,379.7201,379.98,380.9,383.41,383.13,382.51,381.53,381.3131,381.31,381.235,380.72,380.46,379.69,379.75,380.32,381.07,381.015,383.06,382.48,381.1,380.74,380.45,380.77,380.16,380.12,379.58,378.99,379.16,379.62,379.79,380.56,383.09,382.5,381.2294,380.7499,381.25,381.135,380.29,380.25,379.63,379.44,379.725,379.99,380.865,380.87,-0.3,-0.59,-1.2706,-0.4795,0.5001,-0.115,-0.845,-0.04,-0.62,-0.19,0.285,0.265,0.875,0.005,-0.08%,-0.15%,-0.33%,-0.13%,0.13%,-0.03%,-0.22%,-0.01%,-0.16%,-0.05%,0.08%,0.07%,0.23%,0.00%,298104.0,508406.0,1126157.0,1045268.0,1142581.0,709112.0,824263.0,705911.0,1120019.0,1554585.0,1282367.0,1643462.0,1822903.0,4467106.0
2022-07-13,378.85,380.63,380.45,381.41,381.23,380.32,380.8,380.9781,380.69,380.21,379.425,379.98,379.33,379.38,379.51,381.12,381.41,381.46,381.24,380.95,381.02,381.11,380.72,380.4078,380.0499,379.98,379.51,379.68,379.84,380.43,379.991,380.74,380.02,380.2302,380.49,380.56,380.17,379.34,379.3,379.22,379.02,378.9,378.83,380.4799,381.38,381.2,380.33,380.7924,380.9779,380.7,380.25,379.44,379.99,379.34,379.38,379.4942,378.85,-0.1684,0.9001,-0.18,-0.87,0.4624,0.1855,-0.2779,-0.45,-0.81,0.55,-0.65,0.04,0.1142,-0.6442,-0.04%,0.24%,-0.05%,-0.23%,0.12%,0.05%,-0.07%,-0.12%,-0.21%,0.14%,-0.17%,0.01%,0.03%,-0.17%,425424.0,650306.0,447830.0,797421.0,467566.0,446939.0,454002.0,507045.0,905088.0,662867.0,785770.0,904719.0,1285027.0,4403525.0
2022-07-14,377.92,377.62,377.28,377.78,377.61,377.19,377.79,377.695,378.39,378.49,377.93,377.57,377.67,377.49,377.89,377.65,378.03,378.13,377.76,377.92,377.8799,378.45,378.51,378.57,378.05,377.83,377.88,378.09,378.36,377.11,377.2719,377.55,377.03,377.09,377.25,377.61,378.07,377.93,377.34,377.32,377.12,377.49,377.61,377.28,377.78,377.5801,377.1741,377.7715,377.6962,378.3813,378.4907,377.94,377.555,377.68,377.5,377.88,377.92,-0.3499,0.5,-0.1999,-0.406,0.5974,-0.0753,0.6851,0.1094,-0.5507,-0.385,0.125,-0.18,0.38,0.04,-0.09%,0.13%,-0.05%,-0.11%,0.16%,-0.02%,0.18%,0.03%,-0.15%,-0.10%,0.03%,-0.05%,0.10%,0.01%,367891.0,585229.0,482504.0,871298.0,517500.0,552470.0,678764.0,592965.0,654379.0,924038.0,622672.0,855744.0,1235087.0,4107491.0
2022-07-15,384.96,384.74,384.595,384.3501,384.39,384.52,384.3,384.3,384.1,384.16,383.795,383.88,384.34,383.95,384.33,384.78,384.62,384.42,384.57,384.605,384.53,384.53,384.27,384.21,384.15,384.38,384.42,384.4,385.25,384.51,384.2795,384.06,384.28,384.25,384.245,384.1,384.0201,383.61,383.63,383.77,383.92,383.6,384.31,384.5924,384.35,384.3801,384.53,384.3001,384.2942,384.1016,384.15,383.7801,383.88,384.35,383.97,384.3239,384.96,-0.1526,-0.2424,0.0301,0.1499,-0.2299,-0.0059,-0.1926,0.0484,-0.3699,0.0999,0.47,-0.38,0.3539,0.6361,-0.04%,-0.06%,0.01%,0.04%,-0.06%,0.00%,-0.05%,0.01%,-0.10%,0.03%,0.12%,-0.10%,0.09%,0.17%,319789.0,351703.0,477480.0,325316.0,276267.0,314374.0,448290.0,428407.0,780210.0,909433.0,843110.0,1087272.0,1425125.0,5310906.0
2022-07-18,382.13,383.82,383.39,383.12,383.19,383.72,383.4968,383.85,383.51,382.71,382.185,381.55,381.47,380.82,381.93,383.86,383.4,383.38,383.88,383.76,383.91,383.99,383.6,382.7585,382.41,381.78,381.485,381.975,382.27,383.04,382.97,382.91,383.17,383.14,383.47,383.41,382.67,382.01,381.39,381.32,380.76,380.66,381.63,383.39,383.12,383.1601,383.6937,383.5099,383.8516,383.515,382.7,382.195,381.5401,381.47,380.82,381.9301,382.13,-0.43,-0.27,0.0401,0.5336,-0.1838,0.3417,-0.3366,-0.815,-0.505,-0.6549,-0.0701,-0.65,1.1101,0.1999,-0.11%,-0.07%,0.01%,0.14%,-0.05%,0.09%,-0.09%,-0.21%,-0.13%,-0.17%,-0.02%,-0.17%,0.29%,0.05%,772333.0,580917.0,591253.0,844975.0,496515.0,374355.0,463175.0,742148.0,796625.0,1214566.0,1111150.0,1738414.0,1586906.0,3802902.0
2022-07-19,392.12,391.345,391.71,391.765,391.5476,392.145,391.91,392.03,391.8,391.96,391.48,391.98,392.68,392.33,392.22,391.76,391.8109,391.78,392.16,392.15,392.09,392.045,392.13,392.16,392.03,392.71,392.87,392.66,392.73,391.14,391.53,391.34,391.525,391.69,391.675,391.6,391.78,391.48,391.47,391.965,392.29,392.0,392.08,391.7,391.7416,391.55,392.1484,391.9,392.0201,391.8,391.97,391.48,391.98,392.6839,392.32,392.23,392.12,0.36,0.0416,-0.1916,0.5984,-0.2484,0.1201,-0.2201,0.17,-0.49,0.5,0.7039,-0.3639,-0.09,-0.11,0.09%,0.01%,-0.05%,0.15%,-0.06%,0.03%,-0.06%,0.04%,-0.13%,0.13%,0.18%,-0.09%,-0.02%,-0.03%,727195.0,409043.0,521714.0,666324.0,575704.0,617416.0,434156.0,570340.0,869681.0,1181077.0,1411493.0,2265311.0,1928314.0,6928222.0
2022-07-20,394.81,394.87,393.8565,394.52,395.36,395.18,395.26,395.56,395.21,395.74,395.06,395.0587,395.47,395.32,394.86,394.885,394.64,395.39,395.62,395.54,395.71,395.6198,395.77,395.83,395.26,395.68,395.63,395.64,395.13,393.84,393.665,394.3572,395.045,395.1,395.16,395.03,395.19,394.93,394.7601,394.9,395.01,394.62,394.58,393.8567,394.5399,395.35,395.185,395.27,395.55,395.21,395.7301,395.065,395.06,395.4701,395.325,394.85,394.81,-1.0024,0.6832,0.8101,-0.165,0.085,0.28,-0.34,0.5201,-0.6651,-0.005,0.4101,-0.1451,-0.475,-0.04,-0.25%,0.17%,0.21%,-0.04%,0.02%,0.07%,-0.09%,0.13%,-0.17%,0.00%,0.10%,-0.04%,-0.12%,-0.01%,538978.0,568429.0,867508.0,746902.0,447745.0,521330.0,538311.0,576397.0,671716.0,523536.0,700911.0,967062.0,1297021.0,4020093.0
2022-07-21,398.77,396.72,396.83,396.96,397.46,397.96,397.44,397.41,397.29,397.53,397.7,397.42,397.81,397.77,398.27,396.92,397.21,397.4699,397.97,397.96,397.52,397.47,397.7,397.805,397.9633,397.845,397.91,398.37,398.84,396.52,396.75,396.9,397.31,397.24,397.06,397.13,397.29,397.31,397.4003,397.4182,397.55,397.75,398.2,396.82,396.9526,397.45,397.93,397.46,397.41,397.27,397.53,397.7,397.42,397.81,397.75,398.28,398.77,0.095,0.1326,0.4974,0.48,-0.47,-0.05,-0.14,0.26,0.17,-0.28,0.39,-0.06,0.53,0.49,0.02%,0.03%,0.13%,0.12%,-0.12%,-0.01%,-0.04%,0.07%,0.04%,-0.07%,0.10%,-0.02%,0.13%,0.12%,332126.0,307176.0,518956.0,533776.0,458128.0,417942.0,358003.0,362303.0,667584.0,680618.0,654636.0,752804.0,2319437.0,4788212.0
2022-07-22,395.1,393.445,393.66,393.72,393.8499,393.5899,394.66,394.185,394.83,394.89,394.4,394.14,394.07,394.09,394.38,393.79,394.03,394.0,393.96,394.68,394.67,394.84,394.92,394.99,394.48,394.48,394.44,394.65,395.2,393.23,393.58,393.49,393.38,393.46,394.13,394.165,394.32,394.3744,394.06,394.07,393.68,393.99,394.36,393.67,393.7078,393.8574,393.5787,394.67,394.1889,394.83,394.87,394.41,394.1199,394.07,394.0899,394.3701,395.1,0.2289,0.0378,0.1496,-0.2787,1.0913,-0.4811,0.6411,0.04,-0.46,-0.2901,-0.0499,0.0199,0.2802,0.7299,0.06%,0.01%,0.04%,-0.07%,0.28%,-0.12%,0.16%,0.01%,-0.12%,-0.07%,-0.01%,0.01%,0.07%,0.19%,397467.0,545328.0,471445.0,624428.0,636637.0,673306.0,678468.0,1129488.0,790714.0,549281.0,520167.0,975642.0,1531445.0,4226237.0
2022-07-25,395.71,394.0567,393.98,393.8,393.44,393.61,393.59,393.705,394.12,393.59,393.62,394.3,394.3,394.56,395.16,394.18,394.19,394.13,393.66,393.77,393.81,394.1499,394.18,393.93,394.39,394.51,394.625,395.21,395.75,393.81,393.65,393.37,393.21,393.41,393.33,393.6023,393.59,393.47,393.6175,394.06,394.2,394.36,395.12,393.97,393.79,393.48,393.62,393.55,393.68,394.12,393.59,393.6182,394.32,394.3,394.54,395.165,395.71,-0.0867,-0.18,-0.31,0.14,-0.07,0.13,0.44,-0.53,0.0282,0.7018,-0.02,0.24,0.625,0.545,-0.02%,-0.05%,-0.08%,0.04%,-0.02%,0.03%,0.11%,-0.13%,0.01%,0.18%,-0.01%,0.06%,0.16%,0.14%,374581.0,328810.0,531182.0,613125.0,440031.0,441376.0,528599.0,429275.0,641082.0,660563.0,553964.0,646859.0,1615394.0,2960763.0
2022-07-26,391.12,390.305,390.6484,390.74,390.31,390.18,390.65,390.71,390.7,390.78,390.92,391.12,390.69,390.575,391.28,390.8,390.79,390.8272,390.43,390.79,390.9,390.96,390.81,391.049,391.14,391.21,390.8,391.29,391.51,390.25,390.45,390.24,389.95,390.04,390.58,390.52,390.46,390.58,390.67,390.58,390.29,390.36,390.68,390.63,390.7301,390.3,390.16,390.645,390.709,390.6888,390.775,390.93,391.12,390.69,390.5799,391.2712,391.12,0.3399,0.1001,-0.4301,-0.14,0.485,0.064,-0.0202,0.0862,0.155,0.19,-0.43,-0.1101,0.6913,-0.1512,0.09%,0.03%,-0.11%,-0.04%,0.12%,0.02%,-0.01%,0.02%,0.04%,0.05%,-0.11%,-0.03%,0.18%,-0.04%,457863.0,252440.0,382667.0,862316.0,592012.0,374098.0,361191.0,393431.0,626026.0,478556.0,500044.0,752761.0,1238835.0,3949178.0
2022-07-27,400.83,399.6,400.45,399.87,400.99,400.93,400.78,400.94,401.64,402.8,402.655,402.0,402.35,402.01,401.72,400.85,400.77,401.09,401.25,401.23,401.42,401.72,402.7992,402.88,402.73,402.58,402.47,402.18,401.915,399.25,399.3,399.49,400.445,400.57,400.62,400.71,401.58,402.25,401.9,401.86,401.94,401.19,400.83,400.4738,399.86,401.0101,400.93,400.76,400.93,401.64,402.77,402.66,402.0,402.36,402.0165,401.73,400.83,0.9038,-0.6138,1.1501,-0.0801,-0.17,0.17,0.71,1.13,-0.11,-0.66,0.36,-0.3435,-0.2865,-0.9,0.23%,-0.15%,0.29%,-0.02%,-0.04%,0.04%,0.18%,0.28%,-0.03%,-0.16%,0.09%,-0.09%,-0.07%,-0.22%,1802457.0,1791835.0,1267409.0,1530406.0,852123.0,1115708.0,1412723.0,1513542.0,1161033.0,1304760.0,1473418.0,1764571.0,2437684.0,6344314.0
2022-07-28,406.04,406.07,406.275,406.22,406.46,406.3,406.23,406.19,406.41,406.4658,406.31,405.98,405.83,406.15,406.0,406.29,406.32,406.55,406.8,406.36,406.29,406.494,406.52,406.4736,406.385,406.01,406.17,406.44,406.27,405.84,405.9817,406.0738,406.0,405.94,405.82,406.19,406.19,406.14,405.72,405.6,405.52,405.88,405.69,406.2752,406.2,406.47,406.29,406.22,406.19,406.4,406.465,406.2993,405.97,405.835,406.1082,406.0,406.04,0.1852,-0.0752,0.27,-0.18,-0.07,-0.03,0.21,0.065,-0.1657,-0.3293,-0.135,0.2732,-0.1082,0.04,0.05%,-0.02%,0.07%,-0.04%,-0.02%,-0.01%,0.05%,0.02%,-0.04%,-0.08%,-0.03%,0.07%,-0.03%,0.01%,494885.0,469123.0,460601.0,831310.0,515913.0,413362.0,361225.0,376860.0,519554.0,830279.0,706863.0,1197545.0,1733270.0,4762287.0
2022-07-29,411.99,411.6,411.73,411.88,412.34,411.97,412.2,412.1384,412.37,412.67,412.88,412.615,412.71,412.74,412.215,411.8082,411.88,412.38,412.345,412.2199,412.23,412.38,412.69,412.88,412.96,412.85,412.89,413.03,412.25,411.49,411.6207,411.79,411.92,411.82,411.85,412.01,412.35,412.31,412.5901,412.4,412.53,412.16,411.78,411.74,411.87,412.35,411.965,412.2,412.14,412.37,412.67,412.875,412.62,412.705,412.72,412.22,411.99,0.145,0.13,0.48,-0.385,0.235,-0.06,0.23,0.3,0.205,-0.255,0.085,0.015,-0.5,-0.23,0.04%,0.03%,0.12%,-0.09%,0.06%,-0.01%,0.06%,0.07%,0.05%,-0.06%,0.02%,0.00%,-0.12%,-0.06%,329759.0,385125.0,695662.0,1004862.0,729736.0,564602.0,568849.0,756488.0,1107632.0,1108575.0,1070285.0,1774237.0,3171839.0,8781191.0
2022-08-01,410.78,410.15,410.6899,411.39,411.03,411.5,411.65,411.4299,410.76,410.7133,410.91,410.95,410.68,411.1,410.73,410.75,411.71,411.45,411.6,411.6669,411.85,411.4299,410.85,411.0,411.0,411.37,411.31,411.58,411.04,409.93,410.61,410.88,410.8555,411.16,411.38,410.73,410.55,410.55,410.69,410.63,410.54,410.68,410.445,410.674,411.38,411.0202,411.49,411.6533,411.42,410.79,410.74,410.91,410.94,410.675,411.09,410.72,410.78,0.5159,0.706,-0.3598,0.4698,0.1633,-0.2333,-0.63,-0.05,0.17,0.03,-0.265,0.415,-0.37,0.06,0.13%,0.17%,-0.09%,0.11%,0.04%,-0.06%,-0.15%,-0.01%,0.04%,0.01%,-0.06%,0.10%,-0.09%,0.01%,454182.0,1069428.0,836865.0,471848.0,541653.0,511436.0,542799.0,439427.0,648169.0,445088.0,752940.0,1091918.0,2300222.0,4433489.0
2022-08-02,408.15,410.23,409.74,409.49,409.64,409.41,409.5,408.675,408.61,409.3733,409.42,409.44,409.48,408.795,408.41,410.4799,409.82,409.85,409.8314,409.55,409.66,409.01,409.469,409.47,409.97,409.5,409.535,409.15,408.49,409.45,409.21,409.39,409.32,409.04,408.46,408.41,408.56,408.945,409.31,409.02,408.65,408.31,407.93,409.745,409.48,409.6437,409.41,409.4899,408.6799,408.62,409.39,409.43,409.43,409.4799,408.79,408.41,408.15,-0.4649,-0.265,0.1637,-0.2337,0.0799,-0.81,-0.0599,0.77,0.04,0.0,0.0499,-0.6899,-0.38,-0.26,-0.11%,-0.06%,0.04%,-0.06%,0.02%,-0.20%,-0.01%,0.19%,0.01%,0.00%,0.01%,-0.17%,-0.09%,-0.06%,841838.0,443383.0,567145.0,390966.0,475193.0,752701.0,606820.0,595322.0,521512.0,857233.0,577949.0,847878.0,1196717.0,3087219.0
2022-08-03,414.27,414.86,414.96,414.81,415.2,414.95,414.81,414.88,414.84,414.84,415.06,415.16,415.58,415.22,415.28,415.0499,415.11,415.23,415.3425,415.0,414.99,415.04,414.9,415.11,415.26,415.68,415.58,415.54,415.29,414.66,414.78,414.64,414.93,414.64,414.58,414.78,414.67,414.73,414.99,415.05,415.11,415.14,414.19,414.94,414.815,415.19,414.96,414.8,414.89,414.835,414.83,415.07,415.155,415.5801,415.218,415.28,414.27,0.089,-0.125,0.375,-0.23,-0.16,0.09,-0.055,-0.005,0.24,0.085,0.4251,-0.3621,0.062,-1.01,0.02%,-0.03%,0.09%,-0.06%,-0.04%,0.02%,-0.01%,0.00%,0.06%,0.02%,0.10%,-0.09%,0.01%,-0.24%,325299.0,384565.0,383474.0,566813.0,332048.0,335387.0,445119.0,427283.0,677617.0,709771.0,1225434.0,1268176.0,2283409.0,6218663.0
2022-08-04,414.28,414.2,414.31,414.24,414.345,414.43,414.78,414.88,414.46,414.6399,414.16,414.13,413.74,413.81,413.95,414.51,414.435,414.36,414.49,414.88,415.0,414.89,414.73,414.64,414.555,414.21,413.96,414.13,414.28,414.14,414.12,413.99,414.16,414.39,414.6901,414.44,414.32,414.12,414.1,413.72,413.59,413.81,413.66,414.3006,414.21,414.345,414.42,414.7701,414.88,414.46,414.63,414.1599,414.13,413.74,413.81,413.96,414.28,0.1306,-0.0906,0.135,0.075,0.3501,0.1099,-0.42,0.17,-0.4701,-0.0299,-0.39,0.07,0.15,0.32,0.03%,-0.02%,0.03%,0.02%,0.08%,0.03%,-0.10%,0.04%,-0.11%,-0.01%,-0.09%,0.02%,0.04%,0.08%,323075.0,255209.0,287279.0,322870.0,475699.0,398487.0,367631.0,309679.0,493169.0,522561.0,625838.0,634011.0,759759.0,2353913.0
2022-08-05,413.4427,412.01,412.1099,412.0,412.19,412.15,412.3501,412.29,412.3358,412.48,412.68,412.5,412.82,413.28,413.3,412.26,412.12,412.34,412.2578,412.54,412.61,412.445,412.58,412.74,412.8,412.85,413.43,413.64,413.71,411.8,411.5399,411.97,411.81,412.1421,412.18,412.0,412.17,412.4036,412.5,412.47,412.82,413.06,413.2,412.105,412.015,412.21,412.16,412.37,412.285,412.32,412.4986,412.67,412.51,412.83,413.295,413.31,413.4427,0.075,-0.09,0.195,-0.05,0.21,-0.085,0.035,0.1786,0.1714,-0.16,0.32,0.465,0.015,0.1327,0.02%,-0.02%,0.05%,-0.01%,0.05%,-0.02%,0.01%,0.04%,0.04%,-0.04%,0.08%,0.11%,0.00%,0.03%,533420.0,516264.0,484475.0,419706.0,495073.0,347426.0,490927.0,328150.0,267203.0,481338.0,555551.0,1070844.0,1273114.0,2676504.0
2022-08-08,413.05,412.4299,411.85,412.495,412.7,412.68,412.69,412.4599,412.8,412.7799,412.99,413.02,413.33,413.08,413.2099,412.43,412.7,412.83,412.84,412.8,412.7,413.03,413.1086,413.045,413.21,413.3599,413.37,413.39,413.23,411.83,411.85,412.445,412.44,412.41,412.06,412.33,412.7,412.42,412.87,413.01,413.04,412.82,412.825,411.85,412.5,412.7,412.68,412.68,412.4497,412.8299,412.77,412.9979,413.06,413.3313,413.1,413.1901,413.05,-0.5756,0.65,0.2,-0.02,0.0,-0.2303,0.3802,-0.0599,0.2279,0.0621,0.2713,-0.2313,0.0901,-0.1401,-0.14%,0.16%,0.05%,0.00%,0.00%,-0.06%,0.09%,-0.01%,0.06%,0.02%,0.07%,-0.06%,0.02%,-0.03%,458142.0,455513.0,393278.0,253022.0,280757.0,376429.0,310023.0,322788.0,639928.0,471196.0,523874.0,615169.0,804453.0,1843531.0
2022-08-09,411.45,410.89,411.17,411.03,410.91,411.05,410.8499,411.21,411.61,411.49,411.43,411.38,410.98,411.15,411.175,411.4299,411.42,411.25,411.09,411.07,411.245,411.64,411.74,411.63,411.56,411.56,411.19,411.56,411.45,410.875,411.03,410.9,410.78,410.76,410.81,411.15,411.44,411.35,411.24,410.95,410.79,411.05,410.9,411.17,411.04,410.9,411.05,410.84,411.22,411.605,411.49,411.42,411.37,410.98,411.15,411.1701,411.45,0.29,-0.13,-0.14,0.15,-0.21,0.38,0.385,-0.115,-0.07,-0.05,-0.39,0.17,0.0201,0.2799,0.07%,-0.03%,-0.03%,0.04%,-0.05%,0.09%,0.09%,-0.03%,-0.02%,-0.01%,-0.09%,0.04%,0.00%,0.07%,473044.0,414207.0,329121.0,303601.0,362877.0,475621.0,483331.0,451400.0,480247.0,567654.0,535696.0,770323.0,1140258.0,3062254.0
2022-08-10,419.74,418.7601,418.7501,418.4916,418.83,418.57,418.8601,419.0001,419.25,419.35,419.38,419.79,420.11,419.845,419.89,418.94,418.82,418.83,418.88,418.95,419.04,419.28,419.425,419.39,419.85,420.14,420.14,420.0425,420.05,418.66,418.46,418.35,418.46,418.54,418.7,418.93,419.14,419.17,419.32,419.635,419.7,419.55,419.59,418.76,418.4901,418.83,418.58,418.87,419.0086,419.23,419.36,419.37,419.7878,420.11,419.84,419.89,419.74,-0.01,-0.2699,0.3399,-0.25,0.29,0.1386,0.2214,0.13,0.01,0.4178,0.3222,-0.27,0.05,-0.15,0.00%,-0.06%,0.08%,-0.06%,0.07%,0.03%,0.05%,0.03%,0.00%,0.10%,0.08%,-0.06%,0.01%,-0.04%,297514.0,392447.0,452468.0,275490.0,347780.0,319213.0,518985.0,376174.0,469668.0,899353.0,933275.0,1318229.0,1403329.0,5272326.0
