Open,High,Low,Close,Volume ,Moving Average 50,NextHigherorLower,Open1Prev,High1Prev,Low1Prev,Close1Prev,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
401.11,401.15,400.35,400.57,1226600,1730288,0,400.92,401.81,400.84,401.11,401.13,401.74,400.586,400.92,401.28,401.28,400.41,401.1725,400.96,401.69,400.73,401.28
400.56,400.64,399.9,400.125,1859500,1750836,1,401.11,401.15,400.35,400.57,400.92,401.81,400.84,401.11,401.13,401.74,400.586,400.92,401.28,401.28,400.41,401.1725
400.125,400.47,399.34,400.35,2338100,1777528,1,400.56,400.64,399.9,400.125,401.11,401.15,400.35,400.57,400.92,401.81,400.84,401.11,401.13,401.74,400.586,400.92
400.35,401.59,400.13,401.58,1793000,1799726,0,400.125,400.47,399.34,400.35,400.56,400.64,399.9,400.125,401.11,401.15,400.35,400.57,400.92,401.81,400.84,401.11
401.58,402.14,401.06,401.46,1445100,1805594,0,400.35,401.59,400.13,401.58,400.125,400.47,399.34,400.35,400.56,400.64,399.9,400.125,401.11,401.15,400.35,400.57
401.46,401.97,401.17,401.39,864900,1796946,1,401.58,402.14,401.06,401.46,400.35,401.59,400.13,401.58,400.125,400.47,399.34,400.35,400.56,400.64,399.9,400.125
401.39,402.33,401.3603,402.135,1381600,1800550,0,401.46,401.97,401.17,401.39,401.58,402.14,401.06,401.46,400.35,401.59,400.13,401.58,400.125,400.47,399.34,400.35
402.135,402.51,401.59,401.9,998300,1801668,0,401.39,402.33,401.3603,402.135,401.46,401.97,401.17,401.39,401.58,402.14,401.06,401.46,400.35,401.59,400.13,401.58
401.9,401.92,400.64,400.9233,1128000,1804994,1,402.135,402.51,401.59,401.9,401.39,402.33,401.3603,402.135,401.46,401.97,401.17,401.39,401.58,402.14,401.06,401.46
400.9233,403.15,400.8,402.411,1523200,1809458,1,401.9,401.92,400.64,400.9233,402.135,402.51,401.59,401.9,401.39,402.33,401.3603,402.135,401.46,401.97,401.17,401.39
402.411,403.57,402.411,403.335,1338000,1804214,1,400.9233,403.15,400.8,402.411,401.9,401.92,400.64,400.9233,402.135,402.51,401.59,401.9,401.39,402.33,401.3603,402.135
403.3225,404.15,403.27,403.55,1469800,1813000,1,402.411,403.57,402.411,403.335,400.9233,403.15,400.8,402.411,401.9,401.92,400.64,400.9233,402.135,402.51,401.59,401.9
403.55,404.04,402.92,403.69,1182000,1818098,0,403.3225,404.15,403.27,403.55,402.411,403.57,402.411,403.335,400.9233,403.15,400.8,402.411,401.9,401.92,400.64,400.9233
403.69,403.99,402.63,403.2,883200,1811538,1,403.55,404.04,402.92,403.69,403.3225,404.15,403.27,403.55,402.411,403.57,402.411,403.335,400.9233,403.15,400.8,402.411
403.19,403.91,402.57,403.4,1024400,1800388,0,403.69,403.99,402.63,403.2,403.55,404.04,402.92,403.69,403.3225,404.15,403.27,403.55,402.411,403.57,402.411,403.335
403.4,403.41,401.77,401.79,1096900,1795528,0,403.19,403.91,402.57,403.4,403.69,403.99,402.63,403.2,403.55,404.04,402.92,403.69,403.3225,404.15,403.27,403.55
401.78,402.16,401.47,401.59,801000,1786928,0,403.4,403.41,401.77,401.79,403.19,403.91,402.57,403.4,403.69,403.99,402.63,403.2,403.55,404.04,402.92,403.69
401.59,401.68,401.08,401.36,915900,1780500,0,401.78,402.16,401.47,401.59,403.4,403.41,401.77,401.79,403.19,403.91,402.57,403.4,403.69,403.99,402.63,403.2
401.36,401.4,400.77,400.88,755400,1776840,0,401.59,401.68,401.08,401.36,401.78,402.16,401.47,401.59,403.4,403.41,401.77,401.79,403.19,403.91,402.57,403.4
400.88,401.25,400.68,400.72,712700,1761516,0,401.36,401.4,400.77,400.88,401.59,401.68,401.08,401.36,401.78,402.16,401.47,401.59,403.4,403.41,401.77,401.79
400.72,401.0809,400.4001,400.54,787300,1751482,1,400.88,401.25,400.68,400.72,401.36,401.4,400.77,400.88,401.59,401.68,401.08,401.36,401.78,402.16,401.47,401.59
400.54,400.91,400.41,400.68,743200,1733112,0,400.72,401.0809,400.4001,400.54,400.88,401.25,400.68,400.72,401.36,401.4,400.77,400.88,401.59,401.68,401.08,401.36
400.68,400.68,400.101,400.23,898100,1712104,1,400.54,400.91,400.41,400.68,400.72,401.0809,400.4001,400.54,400.88,401.25,400.68,400.72,401.36,401.4,400.77,400.88
400.23,401.17,400.13,400.91,921200,1655900,0,400.68,400.68,400.101,400.23,400.54,400.91,400.41,400.68,400.72,401.0809,400.4001,400.54,400.88,401.25,400.68,400.72
400.91,400.91,400.25,400.58,785700,1609582,1,400.23,401.17,400.13,400.91,400.68,400.68,400.101,400.23,400.54,400.91,400.41,400.68,400.72,401.0809,400.4001,400.54
400.58,401.82,400.56,401.58,1301200,1578338,0,400.91,400.91,400.25,400.58,400.23,401.17,400.13,400.91,400.68,400.68,400.101,400.23,400.54,400.91,400.41,400.68
401.58,401.955,400.29,400.34,1342000,1545786,0,400.58,401.82,400.56,401.58,400.91,400.91,400.25,400.58,400.23,401.17,400.13,400.91,400.68,400.68,400.101,400.23
400.32,400.4,399.83,400.23,1031400,1465266,1,401.58,401.955,400.29,400.34,400.58,401.82,400.56,401.58,400.91,400.91,400.25,400.58,400.23,401.17,400.13,400.91
400.22,401.68,400.115,401.49,1084600,1416696,0,400.32,400.4,399.83,400.23,401.58,401.955,400.29,400.34,400.58,401.82,400.56,401.58,400.91,400.91,400.25,400.58
401.49,401.86,400.81,400.9601,980500,1367014,0,400.22,401.68,400.115,401.49,400.32,400.4,399.83,400.23,401.58,401.955,400.29,400.34,400.58,401.82,400.56,401.58
400.9601,401.1,399.41,399.78,1379000,1340396,1,401.49,401.86,400.81,400.9601,400.22,401.68,400.115,401.49,400.32,400.4,399.83,400.23,401.58,401.955,400.29,400.34
399.78,400.96,399.63,400.54,1025300,1313730,1,400.9601,401.1,399.41,399.78,401.49,401.86,400.81,400.9601,400.22,401.68,400.115,401.49,400.32,400.4,399.83,400.23
400.54,401.32,400.48,400.85,1032400,1288490,0,399.78,400.96,399.63,400.54,400.9601,401.1,399.41,399.78,401.49,401.86,400.81,400.9601,400.22,401.68,400.115,401.49
400.85,401.18,400.04,400.41,898200,1275994,1,400.54,401.32,400.48,400.85,399.78,400.96,399.63,400.54,400.9601,401.1,399.41,399.78,401.49,401.86,400.81,400.9601
400.43,401.15,400.11,400.415,798800,1252086,1,400.85,401.18,400.04,400.41,400.54,401.32,400.48,400.85,399.78,400.96,399.63,400.54,400.9601,401.1,399.41,399.78
400.4,401.56,400.4,401.39,941500,1244200,0,400.43,401.15,400.11,400.415,400.85,401.18,400.04,400.41,400.54,401.32,400.48,400.85,399.78,400.96,399.63,400.54
401.39,401.43,400.02,400.185,817700,1228240,0,400.4,401.56,400.4,401.39,400.43,401.15,400.11,400.415,400.85,401.18,400.04,400.41,400.54,401.32,400.48,400.85
400.19,400.33,399.612,400.1,1328200,1227288,0,401.39,401.43,400.02,400.185,400.4,401.56,400.4,401.39,400.43,401.15,400.11,400.415,400.85,401.18,400.04,400.41
400.09,400.23,399.11,399.77,1485600,1228034,1,400.19,400.33,399.612,400.1,401.39,401.43,400.02,400.185,400.4,401.56,400.4,401.39,400.43,401.15,400.11,400.415
399.77,400.75,399.63,399.965,1618700,1227040,1,400.09,400.23,399.11,399.77,400.19,400.33,399.612,400.1,401.39,401.43,400.02,400.185,400.4,401.56,400.4,401.39
399.97,400.39,399.71,399.97,1044400,1212364,1,399.77,400.75,399.63,399.965,400.09,400.23,399.11,399.77,400.19,400.33,399.612,400.1,401.39,401.43,400.02,400.185
399.96,401.139,399.91,400.03,1615200,1215842,1,399.97,400.39,399.71,399.97,399.77,400.75,399.63,399.965,400.09,400.23,399.11,399.77,400.19,400.33,399.612,400.1
400.03,400.94,399.34,400.6,1468900,1207706,1,399.96,401.139,399.91,400.03,399.97,400.39,399.71,399.97,399.77,400.75,399.63,399.965,400.09,400.23,399.11,399.77
400.59,401.62,400.58,401.27,1432900,1208436,0,400.03,400.94,399.34,400.6,399.96,401.139,399.91,400.03,399.97,400.39,399.71,399.97,399.77,400.75,399.63,399.965
401.27,402.28,400.81,401.06,1977300,1223926,1,400.59,401.62,400.58,401.27,400.03,400.94,399.34,400.6,399.96,401.139,399.91,400.03,399.97,400.39,399.71,399.97
401.06,402.42,400.78,401.12,1702300,1223886,1,401.27,402.28,400.81,401.06,400.59,401.62,400.58,401.27,400.03,400.94,399.34,400.6,399.96,401.139,399.91,400.03
401.12,402.51,400.9975,402.3487,1878100,1226192,0,401.06,402.42,400.78,401.12,401.27,402.28,400.81,401.06,400.59,401.62,400.58,401.27,400.03,400.94,399.34,400.6
402.33,402.58,400.1,401.43,1331400,1215120,0,401.12,402.51,400.9975,402.3487,401.06,402.42,400.78,401.12,401.27,402.28,400.81,401.06,400.59,401.62,400.58,401.27
401.41,401.41,399.84,399.97,1340700,1222272,0,402.33,402.58,400.1,401.43,401.12,402.51,400.9975,402.3487,401.06,402.42,400.78,401.12,401.27,402.28,400.81,401.06
399.96,400.16,399.24,399.69,1561900,1225826,0,401.41,401.41,399.84,399.97,402.33,402.58,400.1,401.43,401.12,402.51,400.9975,402.3487,401.06,402.42,400.78,401.12
399.69,399.69,398.67,399.27,2068100,1242656,1,399.96,400.16,399.24,399.69,401.41,401.41,399.84,399.97,402.33,402.58,400.1,401.43,401.12,402.51,400.9975,402.3487
399.27,399.62,398.75,399.33,1922400,1243914,0,399.69,399.69,398.67,399.27,399.96,400.16,399.24,399.69,401.41,401.41,399.84,399.97,402.33,402.58,400.1,401.43
399.33,399.41,398.3,398.5002,2636600,1249884,0,399.27,399.62,398.75,399.33,399.69,399.69,398.67,399.27,399.96,400.16,399.24,399.69,401.41,401.41,399.84,399.97
398.5002,398.7905,397.37,397.68,2963700,1273298,0,399.33,399.41,398.3,398.5002,399.27,399.62,398.75,399.33,399.69,399.69,398.67,399.27,399.96,400.16,399.24,399.69
397.67,397.84,396.5,397.36,5349200,1351380,1,398.5002,398.7905,397.37,397.68,399.33,399.41,398.3,398.5002,399.27,399.62,398.75,399.33,399.69,399.69,398.67,399.27
397.36,398.99,397.34,398.23,8000400,1494090,1,397.67,397.84,396.5,397.36,398.5002,398.7905,397.37,397.68,399.33,399.41,398.3,398.5002,399.27,399.62,398.75,399.33
404.5,406.08,404.46,404.76,3724300,1540944,0,397.36,398.99,397.34,398.23,397.67,397.84,396.5,397.36,398.5002,398.7905,397.37,397.68,399.33,399.41,398.3,398.5002
404.77,404.77,403.44,404.34,2283400,1566646,0,404.5,406.08,404.46,404.76,397.36,398.99,397.34,398.23,397.67,397.84,396.5,397.36,398.5002,398.7905,397.37,397.68
404.34,404.43,403.31,403.42,1330300,1570692,0,404.77,404.77,403.44,404.34,404.5,406.08,404.46,404.76,397.36,398.99,397.34,398.23,397.67,397.84,396.5,397.36
403.42,403.42,401.9,402.11,1755000,1575328,1,404.34,404.43,403.31,403.42,404.77,404.77,403.44,404.34,404.5,406.08,404.46,404.76,397.36,398.99,397.34,398.23
402.11,403.2,401.85,402.9,1667900,1581926,1,403.42,403.42,401.9,402.11,404.34,404.43,403.31,403.42,404.77,404.77,403.44,404.34,404.5,406.08,404.46,404.76
402.9,404.16,402.7,404.14,1827900,1589088,1,402.11,403.2,401.85,402.9,403.42,403.42,401.9,402.11,404.34,404.43,403.31,403.42,404.77,404.77,403.44,404.34
404.16,404.54,403.17,404.41,1552500,1596498,0,402.9,404.16,402.7,404.14,402.11,403.2,401.85,402.9,403.42,403.42,401.9,402.11,404.34,404.43,403.31,403.42
404.41,405.04,403.95,404.09,1356400,1605962,0,404.16,404.54,403.17,404.41,402.9,404.16,402.7,404.14,402.11,403.2,401.85,402.9,403.42,403.42,401.9,402.11
404.09,404.74,402.97,403.39,1321900,1611912,1,404.41,405.04,403.95,404.09,404.16,404.54,403.17,404.41,402.9,404.16,402.7,404.14,402.11,403.2,401.85,402.9
403.36,404.26,403.25,403.7,1052800,1611030,0,404.09,404.74,402.97,403.39,404.41,405.04,403.95,404.09,404.16,404.54,403.17,404.41,402.9,404.16,402.7,404.14
403.7,404.19,402.32,403.026,1117400,1617358,0,403.36,404.26,403.25,403.7,404.09,404.74,402.97,403.39,404.41,405.04,403.95,404.09,404.16,404.54,403.17,404.41
403.026,403.14,401.86,402.455,1287700,1624794,0,403.7,404.19,402.32,403.026,403.36,404.26,403.25,403.7,404.09,404.74,402.97,403.39,404.41,405.04,403.95,404.09
402.51,402.79,401.555,401.95,1178700,1633260,0,403.026,403.14,401.86,402.455,403.7,404.19,402.32,403.026,403.36,404.26,403.25,403.7,404.09,404.74,402.97,403.39
401.95,402.01,400.76,400.85,1040300,1639812,0,402.51,402.79,401.555,401.95,403.026,403.14,401.86,402.455,403.7,404.19,402.32,403.026,403.36,404.26,403.25,403.7
400.85,400.9532,399.9,400.77,1467100,1653408,0,401.95,402.01,400.76,400.85,402.51,402.79,401.555,401.95,403.026,403.14,401.86,402.455,403.7,404.19,402.32,403.026
400.77,400.77,398.86,399.22,1856300,1675670,1,400.85,400.9532,399.9,400.77,401.95,402.01,400.76,400.85,402.51,402.79,401.555,401.95,403.026,403.14,401.86,402.455
399.2,399.99,398.34,399.79,1953500,1696778,0,400.77,400.77,398.86,399.22,400.85,400.9532,399.9,400.77,401.95,402.01,400.76,400.85,402.51,402.79,401.555,401.95
399.78,399.87,398.84,398.95,1325800,1704870,0,399.2,399.99,398.34,399.79,400.77,400.77,398.86,399.22,400.85,400.9532,399.9,400.77,401.95,402.01,400.76,400.85
398.95,399.86,397.91,398.35,1663200,1722420,0,399.78,399.87,398.84,398.95,399.2,399.99,398.34,399.79,400.77,400.77,398.86,399.22,400.85,400.9532,399.9,400.77
398.35,398.42,396.9704,397.12,1770800,1731812,0,398.95,399.86,397.91,398.35,399.78,399.87,398.84,398.95,399.2,399.99,398.34,399.79,400.77,400.77,398.86,399.22
397.11,397.69,396.49,396.51,1923500,1743442,1,398.35,398.42,396.9704,397.12,398.95,399.86,397.91,398.35,399.78,399.87,398.84,398.95,399.2,399.99,398.34,399.79
396.51,398.21,396.16,398.15,2038900,1763592,0,397.11,397.69,396.49,396.51,398.35,398.42,396.9704,397.12,398.95,399.86,397.91,398.35,399.78,399.87,398.84,398.95
398.15,398.23,396.66,396.825,1569300,1773286,1,396.51,398.21,396.16,398.15,397.11,397.69,396.49,396.51,398.35,398.42,396.9704,397.12,398.95,399.86,397.91,398.35
396.82,397.4,395.9,397.3361,1606800,1785812,0,398.15,398.23,396.66,396.825,396.51,398.21,396.16,398.15,397.11,397.69,396.49,396.51,398.35,398.42,396.9704,397.12
397.3361,397.72,395.92,396.8101,1594000,1790112,1,396.82,397.4,395.9,397.3361,398.15,398.23,396.66,396.825,396.51,398.21,396.16,398.15,397.11,397.69,396.49,396.51
396.8101,398.8,396.72,398.63,1274200,1795090,0,397.3361,397.72,395.92,396.8101,396.82,397.4,395.9,397.3361,398.15,398.23,396.66,396.825,396.51,398.21,396.16,398.15
398.63,398.98,397.46,398.02,1381400,1802070,0,396.8101,398.8,396.72,398.63,397.3361,397.72,395.92,396.8101,396.82,397.4,395.9,397.3361,398.15,398.23,396.66,396.825
398.01,398.07,396.81,397,967400,1803454,1,398.63,398.98,397.46,398.02,396.8101,398.8,396.72,398.63,397.3361,397.72,395.92,396.8101,396.82,397.4,395.9,397.3361
396.98,397.18,396.05,397.1,1035700,1808192,1,398.01,398.07,396.81,397,398.63,398.98,397.46,398.02,396.8101,398.8,396.72,398.63,397.3361,397.72,395.92,396.8101
397.1,397.875,395.77,397.41,1616700,1821696,1,396.98,397.18,396.05,397.1,398.01,398.07,396.81,397,398.63,398.98,397.46,398.02,396.8101,398.8,396.72,398.63
397.41,398.49,397.02,398.45,1440000,1834142,0,397.1,397.875,395.77,397.41,396.98,397.18,396.05,397.1,398.01,398.07,396.81,397,398.63,398.98,397.46,398.02
398.44,398.5,396.37,396.49,1169800,1830974,1,397.41,398.49,397.02,398.45,397.1,397.875,395.77,397.41,396.98,397.18,396.05,397.1,398.01,398.07,396.81,397
396.49,397.6228,396.13,396.88,1113500,1823532,0,398.44,398.5,396.37,396.49,397.41,398.49,397.02,398.45,397.1,397.875,395.77,397.41,396.98,397.18,396.05,397.1
396.88,397.81,396.38,396.4302,719900,1805556,0,396.49,397.6228,396.13,396.88,398.44,398.5,396.37,396.49,397.41,398.49,397.02,398.45,397.1,397.875,395.77,397.41
396.4,396.92,396.02,396.25,826600,1801200,1,396.88,397.81,396.38,396.4302,396.49,397.6228,396.13,396.88,398.44,398.5,396.37,396.49,397.41,398.49,397.02,398.45
396.25,396.83,396.02,396.39,815100,1785198,0,396.4,396.92,396.02,396.25,396.88,397.81,396.38,396.4302,396.49,397.6228,396.13,396.88,398.44,398.5,396.37,396.49
396.39,396.95,394.82,395.33,1653600,1788892,1,396.25,396.83,396.02,396.39,396.4,396.92,396.02,396.25,396.88,397.81,396.38,396.4302,396.49,397.6228,396.13,396.88
395.32,396.15,395.18,395.49,953800,1779310,1,396.39,396.95,394.82,395.33,396.25,396.83,396.02,396.39,396.4,396.92,396.02,396.25,396.88,397.81,396.38,396.4302
395.49,396.55,395.25,396.33,953900,1758842,1,395.32,396.15,395.18,395.49,396.39,396.95,394.82,395.33,396.25,396.83,396.02,396.39,396.4,396.92,396.02,396.25
396.33,397.65,396.14,397.07,1353700,1751870,0,395.49,396.55,395.25,396.33,395.32,396.15,395.18,395.49,396.39,396.95,394.82,395.33,396.25,396.83,396.02,396.39
397.02,397.03,395.62,395.83,869500,1731698,1,396.33,397.65,396.14,397.07,395.49,396.55,395.25,396.33,395.32,396.15,395.18,395.49,396.39,396.95,394.82,395.33
395.79,396.36,395.62,395.95,653000,1718130,1,397.02,397.03,395.62,395.83,396.33,397.65,396.14,397.07,395.49,396.55,395.25,396.33,395.32,396.15,395.18,395.49
395.95,397.53,395.63,397.155,1290300,1717122,1,395.79,396.36,395.62,395.95,397.02,397.03,395.62,395.83,396.33,397.65,396.14,397.07,395.49,396.55,395.25,396.33
397.155,398.03,397.1144,397.58,1190100,1709686,0,395.95,397.53,395.63,397.155,395.79,396.36,395.62,395.95,397.02,397.03,395.62,395.83,396.33,397.65,396.14,397.07
397.58,397.75,396.64,397.13,1147100,1691266,0,397.155,398.03,397.1144,397.58,395.95,397.53,395.63,397.155,395.79,396.36,395.62,395.95,397.02,397.03,395.62,395.83
397.13,397.57,396.27,396.69,866200,1670142,1,397.58,397.75,396.64,397.13,397.155,398.03,397.1144,397.58,395.95,397.53,395.63,397.155,395.79,396.36,395.62,395.95
396.69,397.19,396.1,396.9043,986400,1637138,1,397.13,397.57,396.27,396.69,397.58,397.75,396.64,397.13,397.155,398.03,397.1144,397.58,395.95,397.53,395.63,397.155
396.9043,398.57,396.9043,398.52,1215000,1602164,1,396.69,397.19,396.1,396.9043,397.13,397.57,396.27,396.69,397.58,397.75,396.64,397.13,397.155,398.03,397.1144,397.58
398.49,399.53,398.49,399.48,1538200,1525944,1,396.9043,398.57,396.9043,398.52,396.69,397.19,396.1,396.9043,397.13,397.57,396.27,396.69,397.58,397.75,396.64,397.13
399.4735,400.75,399.4735,400.65,1841700,1402770,1,398.49,399.53,398.49,399.48,396.9043,398.57,396.9043,398.52,396.69,397.19,396.1,396.9043,397.13,397.57,396.27,396.69
400.65,401.82,400.56,401.3285,1569200,1359668,1,399.4735,400.75,399.4735,400.65,398.49,399.53,398.49,399.48,396.9043,398.57,396.9043,398.52,396.69,397.19,396.1,396.9043
401.3285,402.55,401.29,402.445,1333100,1340662,0,400.65,401.82,400.56,401.3285,399.4735,400.75,399.4735,400.65,398.49,399.53,398.49,399.48,396.9043,398.57,396.9043,398.52
402.45,402.67,401.6802,402.36,1224300,1338542,1,401.3285,402.55,401.29,402.445,400.65,401.82,400.56,401.3285,399.4735,400.75,399.4735,400.65,398.49,399.53,398.49,399.48
402.36,403.14,402.06,403.07,999700,1323436,0,402.45,402.67,401.6802,402.36,401.3285,402.55,401.29,402.445,400.65,401.82,400.56,401.3285,399.4735,400.75,399.4735,400.65
403.07,403.26,402.28,402.96,1453100,1319140,0,402.36,403.14,402.06,403.07,402.45,402.67,401.6802,402.36,401.3285,402.55,401.29,402.445,400.65,401.82,400.56,401.3285
403.02,403.18,401.845,401.91,1316100,1308904,1,403.07,403.26,402.28,402.96,402.36,403.14,402.06,403.07,402.45,402.67,401.6802,402.36,401.3285,402.55,401.29,402.445
401.91,403.11,401.66,402.87,1008500,1298024,0,403.02,403.18,401.845,401.91,403.07,403.26,402.28,402.96,402.36,403.14,402.06,403.07,402.45,402.67,401.6802,402.36
402.86,402.95,400.47,401.88,1437800,1299652,0,401.91,403.11,401.66,402.87,403.02,403.18,401.845,401.91,403.07,403.26,402.28,402.96,402.36,403.14,402.06,403.07
401.88,402.36,400.85,401.06,1033000,1293874,0,402.86,402.95,400.47,401.88,401.91,403.11,401.66,402.87,403.02,403.18,401.845,401.91,403.07,403.26,402.28,402.96
401.06,401.249,399.88,400.7052,1675600,1306330,0,401.88,402.36,400.85,401.06,402.86,402.95,400.47,401.88,401.91,403.11,401.66,402.87,403.02,403.18,401.845,401.91
400.7052,401.06,400.25,400.5763,821800,1300418,1,401.06,401.249,399.88,400.7052,401.88,402.36,400.85,401.06,402.86,402.95,400.47,401.88,401.91,403.11,401.66,402.87
400.57,401.4774,400.5,400.65,959800,1293860,1,400.7052,401.06,400.25,400.5763,401.06,401.249,399.88,400.7052,401.88,402.36,400.85,401.06,402.86,402.95,400.47,401.88
400.65,402.32,399.97,402.07,1096100,1292208,0,400.57,401.4774,400.5,400.65,400.7052,401.06,400.25,400.5763,401.06,401.249,399.88,400.7052,401.88,402.36,400.85,401.06
402.07,402.2,400.27,401.2,1031400,1292030,1,400.65,402.32,399.97,402.07,400.57,401.4774,400.5,400.65,400.7052,401.06,400.25,400.5763,401.06,401.249,399.88,400.7052
401.2,401.83,400.76,401.64,911300,1280914,0,402.07,402.2,400.27,401.2,400.65,402.32,399.97,402.07,400.57,401.4774,400.5,400.65,400.7052,401.06,400.25,400.5763
401.64,401.79,400.18,401.33,1215600,1268100,1,401.2,401.83,400.76,401.64,402.07,402.2,400.27,401.2,400.65,402.32,399.97,402.07,400.57,401.4774,400.5,400.65
401.33,402.14,400.84,401.62,1694900,1262928,0,401.64,401.79,400.18,401.33,401.2,401.83,400.76,401.64,402.07,402.2,400.27,401.2,400.65,402.32,399.97,402.07
401.62,402.78,401.37,401.54,1115200,1258716,1,401.33,402.14,400.84,401.62,401.64,401.79,400.18,401.33,401.2,401.83,400.76,401.64,402.07,402.2,400.27,401.2
401.54,402.25,401.24,401.6801,908100,1243614,1,401.62,402.78,401.37,401.54,401.33,402.14,400.84,401.62,401.64,401.79,400.18,401.33,401.2,401.83,400.76,401.64
401.66,402.33,400.94,401.74,1088100,1229960,0,401.54,402.25,401.24,401.6801,401.62,402.78,401.37,401.54,401.33,402.14,400.84,401.62,401.64,401.79,400.18,401.33
401.74,401.89,400.09,400.3,1148400,1214458,0,401.66,402.33,400.94,401.74,401.54,402.25,401.24,401.6801,401.62,402.78,401.37,401.54,401.33,402.14,400.84,401.62
400.3,400.5238,399.37,399.77,1413900,1201958,0,401.74,401.89,400.09,400.3,401.66,402.33,400.94,401.74,401.54,402.25,401.24,401.6801,401.62,402.78,401.37,401.54
399.7699,399.7899,398.7699,399.3899,1790900,1206390,0,400.3,400.5238,399.37,399.77,401.74,401.89,400.09,400.3,401.66,402.33,400.94,401.74,401.54,402.25,401.24,401.6801
399.39,399.68,398.2599,398.7199,1546800,1205190,0,399.7699,399.7899,398.7699,399.3899,400.3,400.5238,399.37,399.77,401.74,401.89,400.09,400.3,401.66,402.33,400.94,401.74
398.7,398.86,398.2,398.4099,1611900,1205548,1,399.39,399.68,398.2599,398.7199,399.7699,399.7899,398.7699,399.3899,400.3,400.5238,399.37,399.77,401.74,401.89,400.09,400.3
398.41,399.66,398.08,399.09,2381100,1227686,1,398.7,398.86,398.2,398.4099,399.39,399.68,398.2599,398.7199,399.7699,399.7899,398.7699,399.3899,400.3,400.5238,399.37,399.77
399.07,399.61,398.28,399.38,4483100,1289720,0,398.41,399.66,398.08,399.09,398.7,398.86,398.2,398.4099,399.39,399.68,398.2599,398.7199,399.7699,399.7899,398.7699,399.3899
399.37,399.54,398.61,399.08,5123600,1372844,0,399.07,399.61,398.28,399.38,398.41,399.66,398.08,399.09,398.7,398.86,398.2,398.4099,399.39,399.68,398.2599,398.7199
397.99,399.69,395.22,397.13,4177300,1435676,1,399.37,399.54,398.61,399.08,399.07,399.61,398.28,399.38,398.41,399.66,398.08,399.09,398.7,398.86,398.2,398.4099
397.12,397.82,396.21,397.245,2763700,1458616,1,397.99,399.69,395.22,397.13,399.37,399.54,398.61,399.08,399.07,399.61,398.28,399.38,398.41,399.66,398.08,399.09
397.195,400.59,396.57,400.47,2991100,1489638,1,397.12,397.82,396.21,397.245,397.99,399.69,395.22,397.13,399.37,399.54,398.61,399.08,399.07,399.61,398.28,399.38
400.47,402.825,399.82,402.3102,2570900,1517660,1,397.195,400.59,396.57,400.47,397.12,397.82,396.21,397.245,397.99,399.69,395.22,397.13,399.37,399.54,398.61,399.08
402.33,403.17,401.69,402.4,2574800,1546886,0,400.47,402.825,399.82,402.3102,397.195,400.59,396.57,400.47,397.12,397.82,396.21,397.245,397.99,399.69,395.22,397.13
402.4,402.4,400.61,402.26,1824400,1568976,0,402.33,403.17,401.69,402.4,400.47,402.825,399.82,402.3102,397.195,400.59,396.57,400.47,397.12,397.82,396.21,397.245
402.26,402.46,400.8,402.15,2214600,1596736,0,402.4,402.4,400.61,402.26,402.33,403.17,401.69,402.4,400.47,402.825,399.82,402.3102,397.195,400.59,396.57,400.47
402.17,402.247,399.86,400.034,1704600,1614526,1,402.26,402.46,400.8,402.15,402.4,402.4,400.61,402.26,402.33,403.17,401.69,402.4,400.47,402.825,399.82,402.3102
400.08,401.77,399.6,401.02,2344400,1628342,1,402.17,402.247,399.86,400.034,402.26,402.46,400.8,402.15,402.4,402.4,400.61,402.26,402.33,403.17,401.69,402.4
401.04,401.88,400.29,401.65,1675900,1642784,1,400.08,401.77,399.6,401.02,402.17,402.247,399.86,400.034,402.26,402.46,400.8,402.15,402.4,402.4,400.61,402.26
401.65,403.42,401.1,402.98,2397300,1671652,0,401.04,401.88,400.29,401.65,400.08,401.77,399.6,401.02,402.17,402.247,399.86,400.034,402.26,402.46,400.8,402.15
402.98,403.3,401.94,402.68,1406000,1672698,0,401.65,403.42,401.1,402.98,401.04,401.88,400.29,401.65,400.08,401.77,399.6,401.02,402.17,402.247,399.86,400.034
402.68,403.08,401.37,401.93,1072400,1676756,1,402.98,403.3,401.94,402.68,401.65,403.42,401.1,402.98,401.04,401.88,400.29,401.65,400.08,401.77,399.6,401.02
401.93,403.54,401.2,403.14,1505400,1693804,1,402.68,403.08,401.37,401.93,402.98,403.3,401.94,402.68,401.65,403.42,401.1,402.98,401.04,401.88,400.29,401.65
403.13,403.91,402.81,403.77,1233100,1692660,0,401.93,403.54,401.2,403.14,402.68,403.08,401.37,401.93,402.98,403.3,401.94,402.68,401.65,403.42,401.1,402.98
403.77,404.04,402.51,402.76,1073900,1690336,0,403.13,403.91,402.81,403.77,401.93,403.54,401.2,403.14,402.68,403.08,401.37,401.93,402.98,403.3,401.94,402.68
402.71,402.75,400.79,401.461,1358800,1694570,0,403.77,404.04,402.51,402.76,403.13,403.91,402.81,403.77,401.93,403.54,401.2,403.14,402.68,403.08,401.37,401.93
401.461,401.8743,400.82,401.45,1122200,1699690,0,402.71,402.75,400.79,401.461,403.77,404.04,402.51,402.76,403.13,403.91,402.81,403.77,401.93,403.54,401.2,403.14
