Date,Open,High,Low,Close,FW Moving Average 25,RWG
5/20/22 10:10,391.05,391.14,390.39,390.63,392.1711,Red
5/20/22 10:12,390.63,390.7492,390.38,390.57,392.0712,White
5/20/22 10:14,390.57,390.73,390.24,390.6901,391.9766,White
5/20/22 10:16,390.6901,391.01,390.28,391.01,391.9026,Green
5/20/22 10:18,391.01,391.2072,390.8226,390.9,391.8166,White
5/20/22 10:20,390.91,391.02,390.5,390.735,391.7141,Red
5/20/22 10:22,390.766,390.83,389.95,390,391.5511,Red
5/20/22 10:24,390,390.42,389.85,390.3201,391.4218,White
5/20/22 10:26,390.35,390.72,390.13,390.2354,391.2948,White
5/20/22 10:28,390.2354,390.67,390.18,390.64,391.2051,White
5/20/22 10:30,390.64,391.375,390.58,391.06,391.1526,Green
5/20/22 10:32,391.08,391.08,390.48,390.76,391.0826,White
5/20/22 10:34,390.76,391.16,390.57,390.92,391.0312,White
5/20/22 10:36,390.92,390.92,390.05,390.31,390.9406,Red
5/20/22 10:38,390.31,390.58,390.04,390.32,390.8596,White
5/20/22 10:40,390.32,390.4,389.92,390.18,390.7735,White
5/20/22 10:42,390.18,390.6599,390.0216,390.48,390.7177,Green
5/20/22 10:44,390.48,390.79,390.34,390.54,390.6726,White
5/20/22 10:46,390.54,390.85,390.3202,390.61,390.6396,White
5/20/22 10:48,390.61,390.83,389.685,389.8,390.5509,Red
5/20/22 10:50,389.785,390.06,389.68,389.84,390.4738,White
5/20/22 10:52,389.84,390.0099,388.8,388.85,390.3296,Red
5/20/22 10:54,388.85,388.9,388.48,388.74,390.1873,Red
5/20/22 10:56,388.71,388.87,388.37,388.39,390.029,Red
5/20/22 10:58,388.39,388.44,387.97,388.07,389.8572,Red
5/20/22 11:00,388.07,388.165,387.47,387.561,389.6554,Red
5/20/22 11:02,387.56,387.96,387.44,387.6419,389.4693,White
5/20/22 11:04,387.645,387.77,387.4,387.67,389.2943,White
5/20/22 11:06,387.665,389.02,387.39,387.5,389.1156,White
5/20/22 11:08,387.5,387.5,386.78,386.79,388.8931,Red
5/20/22 11:10,386.79,387.2,386.67,386.8801,388.6901,White
5/20/22 11:12,386.89,387,386.17,386.235,388.4494,Red
5/20/22 11:14,386.235,386.47,385.88,386.18,388.2161,White
