Date,Open,High,Low,Close,FW Moving Average 25,RWG
44700.57917,389.44,390.11,389.26,389.9,389.7651,Green
44700.58056,389.91,391.38,389.85,391.22,389.8817,Green
44700.58194,391.22,392.25,391.18,392.11,390.0636,Green
44700.58333,392.11,392.2,391.49,391.75,390.2116,White
44700.58472,391.75,391.8542,390.72,390.77,390.278,Red
44700.58611,390.78,391.36,390.75,390.845,390.3452,White
44700.5875,390.83,390.99,390.53,390.63,390.3888,Red
44700.58889,390.62,390.83,390,390.82,390.4403,White
44700.59028,390.82,390.89,390.452,390.7472,390.4799,White
44700.59167,390.7472,391.34,390.73,391.2,390.5509,Green
44700.59306,391.21,391.44,390.5,390.54,390.5658,Red
44700.59444,390.513,391.27,390.36,391.115,390.6234,White
44700.59583,391.115,391.44,390.57,390.895,390.6613,White
44700.59722,390.895,390.93,390.35,390.42,390.6599,Red
44700.59861,390.42,391.11,390.08,391.1,390.7083,Green
44700.6,391.1,391.3,390.62,390.85,390.7352,White
44700.60139,390.85,391.1,390.65,390.91,390.7653,White
44700.60278,390.88,390.9999,390.28,390.71,390.7773,White
44700.60417,390.71,391.13,390.63,390.8955,390.8006,White
44700.60556,390.8955,391.39,390.44,391.2729,390.851,Green
44700.60694,391.2729,391.4,390.6209,390.79,390.8596,White
44700.60833,390.79,391.07,390.47,390.99,390.8823,White
44700.60972,390.99,391.93,390.76,391.9227,390.975,Green
44700.61111,391.9227,392.24,391.56,391.63,391.0374,White
44700.6125,391.63,391.63,390.44,390.713,391.02,Red
44700.61389,390.713,391.12,390.46,391.03,391.0231,White
44700.61528,391.03,391.92,390.94,391.7081,391.0748,Green
44700.61667,391.71,392.2,391.52,391.9999,391.1476,Green
44700.61806,391.9999,392.57,391.97,392.52,391.2606,Green
44700.61944,392.52,393.02,392.2855,392.42,391.3636,White
44700.62083,392.42,392.95,392.13,392.85,391.4946,White
44700.62222,392.86,393.13,392.48,392.63,391.6025,White
44700.62361,392.63,392.83,391.88,391.9999,391.6558,Red
44700.625,391.9999,392.84,391.81,392.79,391.7662,White
44700.62639,392.79,393.2,392.47,392.805,391.8716,White
44700.62778,392.77,393.97,392.55,393.8599,392.053,Green
44700.62917,393.84,394.14,393.43,393.72,392.2136,White
44700.63056,393.72,393.84,393.28,393.58,392.3553,White
44700.63194,393.56,393.7,392.57,392.59,392.4127,Red
44700.63333,392.59,392.69,392.01,392.455,392.4529,Red
44700.63472,392.455,392.7,391.89,391.9042,392.4467,Red
44700.63611,391.9042,392.4,391.621,392.15,392.4561,White
44700.6375,392.15,392.22,391.83,391.93,392.4447,White
44700.63889,391.93,391.98,391.1,391.4,392.3889,Red
44700.64028,391.41,391.46,390.91,391.05,392.3045,Red
44700.64167,391.05,391.06,390.44,390.62,392.1878,Red
44700.64306,390.62,390.74,390.14,390.52,392.0639,White
44700.64444,390.525,390.81,390.06,390.12,391.9107,Red
44700.64583,390.13,390.29,389.78,389.83,391.7407,Red
44700.64722,389.83,390.43,389.61,390.19,391.6039,White
44700.64861,390.2,390.35,389.66,389.92,391.448,White
44700.65,389.95,389.98,389.41,389.46,391.2601,Red
44700.65139,389.46,389.85,389.2,389.82,391.1069,White
44700.65278,389.82,389.9,389.35,389.43,390.9303,White
44700.65417,389.44,389.79,389.34,389.4017,390.761,White
44700.65556,389.4017,390.59,389.05,390.415,390.679,Green
44700.65694,390.43,391.1,390.009,391,390.6495,Green
44700.65833,391.01,391.0853,389.53,389.63,390.5197,Red
44700.65972,389.6,390.42,389.481,390.16,390.4378,White
44700.66111,390.16,390.56,389.09,389.26,390.2949,Red
44700.6625,389.26,389.56,389.04,389.4301,390.1759,White
44700.66389,389.42,390.2,389.1,389.82,390.1006,Green
44700.66528,389.81,389.92,389.49,389.67,390.0257,White
44700.66667,389.67,389.95,389.32,389.45,389.9459,Red
44701.39722,393,397.03,392.59,392.98,390.1474,Green
44701.39861,392.99,393.6,392.855,393.14,390.3595,White
44701.4,393.13,393.15,392.19,392.28,390.5016,Red
44701.40139,392.28,392.64,391.66,392.19,390.6365,White
44701.40278,392.18,393.1668,392.18,392.91,390.8259,Green
44701.40417,392.91,393.28,392.49,392.78,391.0007,White
44701.40556,392.78,393.8266,392.75,393.4499,391.2217,Green
44701.40694,393.4499,393.825,392.92,393.15,391.4109,White
44701.40833,393.15,393.23,392.18,392.2,391.5189,Red
44701.40972,392.17,392.8,392.13,392.5024,391.6438,White
44701.41111,392.51,393,392.24,392.49,391.7596,White
44701.4125,392.49,392.9,392.27,392.6901,391.8836,White
44701.41389,392.73,393.18,392.62,392.76,392.0045,White
44701.41528,392.76,392.78,392.2,392.58,392.1014,Red
44701.41667,392.58,393.17,392.47,392.76,392.2036,White
44701.41806,392.75,393.28,392.21,392.235,392.2552,Red
44701.41944,392.24,392.64,392.02,392.29,392.3024,White
44701.42083,392.2804,392.52,391.96,392.0015,392.3215,Red
44701.42222,392,392.1,390.99,391.0555,392.2649,Red
44701.42361,391.05,391.14,390.39,390.63,392.1711,Red
